nom,prix_brut,description,prix,marque,ram_gb,gamme,score_prix_perf
Pc Portable Lenovo IdeaPad 1 15IJL7 / Celeron N4500 / 8 Go / 256 Go SSD / Windows 11 / Gris Avec Sacoche Offerte,"1 379,000 DT","Pc Portable Lenovo IdeaPad 1 15IJL7 / Celeron N4500 / 8 Go / 256 Go SSD / Windows 11 / Gris Avec Sacoche Offerte
[82LX00EAFG-2Y-SAC]


Écran 15.6"" HD (1366x768), antireflet - Processeur Intel Celeron N4500, (jusqu’à 2.8 GHz, 4 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD M.2 NVMe 256 Go - Carte graphique Intel UHD Graphics intégrée - Lecteur de carte SD - 2x Haut-parleurs stéréo 1.5 W, Dolby Audio - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi 6 - Bluetooth 5.2 - 1x USB 2.0 - 1x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4b - 1x prise combinée casque/microphone (3.5 mm) - Windows 11 - Couleur Gris - Garantie 2 ans Avec Sacoche Offerte












































En stock


1 379,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1379.0,PC,8,Standard,172.375
Pc Portable Lenovo IdeaPad 1 15IJL7 / Celeron N4500 / 8 Go / 256 Go SSD / Windows 11 Pro / Gris,"1 379,000 DT","Pc Portable Lenovo IdeaPad 1 15IJL7 / Celeron N4500 / 8 Go / 256 Go SSD / Windows 11 Pro / Gris
[82LX00ECFG-W11P]


Écran 15.6"" HD (1366x768), antireflet - Processeur Intel Celeron N4500, (jusqu’à 2.8 GHz, 4 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD M.2 NVMe 256 Go - Carte graphique Intel UHD Graphics intégrée - Lecteur de carte SD - 2x Haut-parleurs stéréo 1.5 W, Dolby Audio - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi 6 - Bluetooth 5.2 - 1x USB 2.0 - 1x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4b - 1x prise combinée casque/microphone (3.5 mm) - Windows 11 Pro - Couleur Gris - Garantie 1 an Avec Sacoche Lenovo












































En stock


1 379,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1379.0,PC,8,Standard,172.375
Pc Portable Lenovo IdeaPad 1 15IJL7 / Celeron N4500 / 8 Go / 256 Go SSD / Windows 11 Pro / Gris Avec Sacoche Offerte,"1 379,000 DT","Pc Portable Lenovo IdeaPad 1 15IJL7 / Celeron N4500 / 8 Go / 256 Go SSD / Windows 11 Pro / Gris Avec Sacoche Offerte
[82LX00GYFG-2Y-W11PSAC]


Écran 15.6"" Full HD (1920 x 1080), antireflet - Processeur Intel Celeron N4500, (jusqu’à 2.8 GHz, 4 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD M.2 NVMe 256 Go - Carte graphique Intel UHD Graphics intégrée - Lecteur de carte SD - 2x Haut-parleurs stéréo 1.5 W, Dolby Audio - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi 6 - Bluetooth 5.2 - 1x USB 2.0 - 1x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4b - 1x prise combinée casque/microphone (3.5 mm) - Windows 11 Pro - Couleur Gris nuage - Garantie 2 ans Avec Sacoche Offerte












































En stock


1 379,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1379.0,PC,8,Standard,172.375
Pc Portable Lenovo IdeaPad 1 15IJL7 / Celeron N4500 / 8 Go / 256 Go SSD / Windows 11 Pro / Gris Avec Sacoche Offerte,"1 379,000 DT","Pc Portable Lenovo IdeaPad 1 15IJL7 / Celeron N4500 / 8 Go / 256 Go SSD / Windows 11 Pro / Gris Avec Sacoche Offerte
[82LX00G4FG-2Y-W11PSAC]


Écran 15.6"" HD (1366x768), antireflet - Processeur Intel Celeron N4500, (jusqu’à 2.8 GHz, 4 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD M.2 NVMe 256 Go - Carte graphique Intel UHD Graphics intégrée - Lecteur de carte SD - 2x Haut-parleurs stéréo 1.5 W, Dolby Audio - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi 6 - Bluetooth 5.2 - 1x USB 2.0 - 1x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4b - 1x prise combinée casque/microphone (3.5 mm) - Windows 11 Pro  - Couleur Gris nuage - Garantie 2 ans Avec Sacoche Offerte












































En stock


1 379,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1379.0,PC,8,Standard,172.375
Pc Portable LENOVO IdeaPad Slim 3 15AMN8 / AMD Athlon Silver 10 / 8 Go / Gris,"1 459,000 DT","Pc Portable LENOVO IdeaPad Slim 3 15AMN8 / AMD Athlon Silver 10 / 8 Go / Gris
[82XQ0155FG]


 Écran 15.6"" Full HD (1920 x 1080px) - Processeur AMD Athlon Silver 10, up to 3.5 Ghz, 3 Mo de cache L2,L3 - Mémoire 8 Go - Disque 256 Go SSD - Carte graphique AMD Radeon 610M Graphics - Clavier Francais / Arabe - Wifi - Bluetooth - Webcam HD 720p - 1x USB-C 3.2 Gen 1- 2x USB 3.2 Type A - 1x HDMI -1x prise combinée casque/microphone (3,5 mm) - Couleur Gris - Garantie 1 an












































En stock


1 459,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1459.0,PC,8,Standard,182.375
Pc Portable Dell Pro 15 Essential PV15250 / Core 3 / 8 Go / 512 Go SSD / Noir,"1 499,000 DT","Pc Portable Dell Pro 15 Essential PV15250 / Core 3 / 8 Go / 512 Go SSD / Noir
[PV15250-RPLU004P-UBUI3]


Écran 15.6"" Full HD, 120 Hz - Processeur Intel Core 3 100U, (jusqu'à 4.7 GHz, 10 Mo de mémoire cache) - Mémoire 8 Go DDR5 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics - Webcam HD avec microphone intégré  - Lecteur d'empreintes digitale - Wi-Fi 6 - Bluetooth - Port USB 3.2 - port USB-C 3.2 - 1x port audio universel - 1x port HDMI 1.4 - FreeDos - Couleur Noir - Garantie 1 an












































En stock


1 499,000 DT
Prix de base
1 759,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1499.0,PC,8,Standard,187.375
Pc Portable Dell Pro 15 Essential PV15250 / Core 3 100U / 8 Go / 512 Go SSD / Noir,"1 499,000 DT","Pc Portable Dell Pro 15 Essential PV15250 / Core 3 100U / 8 Go / 512 Go SSD / Noir
[PV15250-RPLU004P-UBU]


Écran 15.6"" Full HD, 120 Hz - Processeur Intel Core 3 100U, (jusqu'à 4.7 GHz, 10 Mo de mémoire cache) - Mémoire 8 Go DDR5 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics - Webcam HD avec microphone intégré  - Lecteur d'empreintes digitale - Wi-Fi 6 - Bluetooth - 2x Haut-parleurs stéréo avec contrôleur audio Realtek 2 W - port USB 3.2 - port USB-C 3.2 - 1x port audio universel - 1x port HDMI 1.4 - 1 logement pour carte SD - FreeDos - Couleur Noir - Garantie 1 an












































En stock


1 499,000 DT
Prix de base
1 759,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1499.0,PC,8,Standard,187.375
Pc Portable ASUS Vivobook Go 15 E510KA / N4500 / 8 Go / 256 Go SSD / Windows 11 / Bleu,"1 539,000 DT","Pc Portable ASUS Vivobook Go 15 E510KA / N4500 / 8 Go / 256 Go SSD / Windows 11 / Bleu
[E510KA-BR1365W]


            	Écran 15.6"" Full HD (1920 x 1080), LED, 60 Hz - Processeur Intel Celeron N4500, (jusqu’à 2.8 GHz, 4 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD M.2 NVMe 256 Go - Carte graphique Intel UHD Graphics - 1x port USB 3.2 Type-C - 1x port USB 3.2 Type-A - 1x port USB 2.0 Type-A - 1x prise audio combinée 3.5 mm - 1x port HDMI 1.4 - Caméra HD 720p - Microphone / Haut-parleur intégrés - Wi-Fi 5 - Bluetooth 5.1 - Windows 11 - Couleur Bleu - Garantie 1 an












































En stock


1 539,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1539.0,PC,8,Premium,192.375
Pc Portable Dell Pro 15 Essential PV15250 / Core 3 / 8 Go / 512 Go SSD / Noir / Windows 11 Pro,"1 549,000 DT","Pc Portable Dell Pro 15 Essential PV15250 / Core 3 / 8 Go / 512 Go SSD / Noir / Windows 11 Pro
[PV15250-RPLU004P-UBUI3W11]


Écran 15.6"" Full HD, 120 Hz - Processeur Intel Core 3 100U, (jusqu'à 4.7 GHz, 10 Mo de mémoire cache) - Mémoire 8 Go DDR5 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics - Webcam HD avec microphone intégré  - Lecteur d'empreintes digitale - Wi-Fi 6 - Bluetooth - Port USB 3.2 - port USB-C 3.2 - 1x port audio universel - 1x port HDMI 1.4 - Windows 11 Pro - Couleur Noir - Garantie 1 an












































En stock


1 549,000 DT
Prix de base
1 809,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1549.0,PC,8,Premium,193.625
Pc Portable Dell Pro 15 Essential PV15250 / Core 3 100U / 8 Go / 512 Go SSD / Windows 11 Pro / Noir,"1 549,000 DT","Pc Portable Dell Pro 15 Essential PV15250 / Core 3 100U / 8 Go / 512 Go SSD / Windows 11 Pro / Noir
[PV15250-RPLU004P-UBU-W11P]


Écran 15.6"" Full HD, 120 Hz - Processeur Intel Core 3 100U, (jusqu'à 4.7 GHz, 10 Mo de mémoire cache) - Mémoire 8 Go DDR5 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics - Webcam HD avec microphone intégré  - Lecteur d'empreintes digitale - Wi-Fi 6 - Bluetooth - 2x Haut-parleurs stéréo avec contrôleur audio Realtek 2 W - port USB 3.2 - port USB-C 3.2 - 1x port audio universel - 1x port HDMI 1.4 - 1 logement pour carte SD - Windows 11 Pro - Couleur Noir - Garantie 1 an












































En stock


1 549,000 DT
Prix de base
1 809,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1549.0,PC,8,Premium,193.625
Pc Portable Lenovo V15 G2 IJL / N4500 / 16 Go / 256 Go SSD / Noir,"1 589,000 DT","Pc Portable Lenovo V15 G2 IJL / N4500 / 16 Go / 256 Go SSD / Noir
[82QY00PEFE-16]


Écran 15.6"" Full HD (1920 x 1080 px), antireflet - Processeur Intel Celeron N4500, (jusqu’à 2.8 GHz, 4 Mo de mémoire cache) - Mémoire 16 Go DDR4 - Disque SSD M.2 NVMe 256 Go - Carte graphique Intel UHD Graphics intégrée - 2x Haut-parleurs stéréo 1.5 W Dolby Audio - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi 5 - Bluetooth 5.1 - 1x USB 2.0 - 1x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4b - 1x prise combinée casque/microphone (3.5 mm) - 1x Ethernet (RJ-45) - FreeDOS - Couleur Gris arctique - Garantie 1 an












































En stock


1 589,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1589.0,PC,16,Premium,99.3125
Pc Portable Lenovo V15 G2 IJL / N4500 / 16 Go / 256 Go SSD / Windows 11 Pro / Noir,"1 639,000 DT","Pc Portable Lenovo V15 G2 IJL / N4500 / 16 Go / 256 Go SSD / Windows 11 Pro / Noir
[82QY00PEFE-16-W11P]


Écran 15.6"" Full HD (1920 x 1080 px), antireflet - Processeur Intel Celeron N4500, (jusqu’à 2.8 GHz, 4 Mo de mémoire cache) - Mémoire 16 Go DDR4 - Disque SSD M.2 NVMe 256 Go - Carte graphique Intel UHD Graphics intégrée - 2x Haut-parleurs stéréo 1.5 W Dolby Audio - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi 5 - Bluetooth 5.1 - 1x USB 2.0 - 1x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4b - 1x prise combinée casque/microphone (3.5 mm) - 1x Ethernet (RJ-45) - Windows 11 Pro - Couleur Gris arctique - Garantie 1 an












































En stock


1 639,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1639.0,PC,16,Premium,102.4375
PC Portable Lenovo IdeaPad Slim 3 15AMN8 / Ryzen 3 7320U / 8 Go / 256 Go SSD / Gris / Windows 11 Avec Sacoche Lenovo,"1 639,000 DT","PC Portable Lenovo IdeaPad Slim 3 15AMN8 / Ryzen 3 7320U / 8 Go / 256 Go SSD / Gris / Windows 11 Avec Sacoche Lenovo
[82XQ00HCFG-2Y]


Écran 15.6"" Full HD (1 920 x 1 080), IPS Antireflet - Processeur AMD Ryzen 3 7320U, (jusqu'à 4.1 GHz, 6 Mo de mémoire cache) - Mémoire 8 Go LPDDR5 - Disque SSD M.2 256 Go NVMe - Carte graphique AMD Radeon 610M intégrée - Lecteur de carte SD - 2x Haut-parleurs stéréo 1.5 W - Caméra FHD 1080p - Wi-Fi 6 - Bluetooth 5.1 - 1x HDMI 1.4b - 1x prise combo casque/microphone (3.5 mm) - 1x USB-C 3.2 - 2x USB 3.2 - Couleur Gris arctique - Windows 11 - Garantie 2 ans Avec Sacoche Lenovo












































En stock


1 639,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1639.0,PC,8,Premium,204.875
Pc Portable Lenovo IdeaPad 1 15IJL7 / Celeron N4500 / 16 Go / 256 Go SSD / Windows 11 / Gris,"1 659,000 DT","Pc Portable Lenovo IdeaPad 1 15IJL7 / Celeron N4500 / 16 Go / 256 Go SSD / Windows 11 / Gris
[82LX00EAFE-2Y-16]


Écran 15.6"" HD (1366x768), antireflet - Processeur Intel Celeron N4500, (jusqu’à 2.8 GHz, 4 Mo de mémoire cache) - Mémoire 16 Go DDR4 - Disque SSD M.2 NVMe 256 Go - Carte graphique Intel UHD Graphics intégrée - Lecteur de carte SD - 2x Haut-parleurs stéréo 1.5 W, Dolby Audio - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi 6 - Bluetooth 5.2 - 1x USB 2.0 - 1x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4b - 1x prise combinée casque/microphone (3.5 mm) - Windows 11 - Couleur Gris nuage - Garantie 2 ans












































En stock


1 659,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1659.0,PC,16,Premium,103.6875
Pc Portable ASUS Vivobook Go 15 E1504FA / Ryzen 3 7320U / 8 Go / 512 Go SSD / Windows 11 / Noir,"1 689,000 DT","Pc Portable ASUS Vivobook Go 15 E1504FA / Ryzen 3 7320U / 8 Go / 512 Go SSD / Windows 11 / Noir
[E1504FA-BQ634W]


 Écran 15.6"" Full HD (1920 x 1080), 60 Hz - Processeur AMD Ryzen 3 7320U, (jusqu’à 4.1 GHz, 6 Mo de mémoire cache) - Mémoire  8 Go LPDDR5 - Disque SSD M.2 NVMe 512 Go - Carte graphique AMD Radeon Graphics - Clavier Chiclet - Caméra HD 720p avec obturateur de confidentialité - Haut-parleur/Microphone intégrés - Wi-Fi 5 - Bluetooth 5.1 - 1x USB 2.0 - 1x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4 - 1x prise audio combinée 3.5 mm - Windows 11 - Couleur Mixte Noir - Garantie 1 an












































En stock


1 689,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1689.0,PC,8,Premium,211.125
Pc Portable Dell 15 DC15250 / Core 3 100U / 8 Go / 512 Go SSD / Noir,"1 699,000 DT","Pc Portable Dell 15 DC15250 / Core 3 100U / 8 Go / 512 Go SSD / Noir
[DC15250RPLU020PU]


Écran 15.6"" Full HD, 120 Hz, IPS - Processeur Intel Core 3 100U, (jusqu'à 4.7 GHz, 10 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics - Webcam HD RVB 720p à 30 ips, un microphone intégré - Clavier non rétroéclairé (AZERTY), français - Wi-Fi 6 - Bluetooth - 2x Haut-parleurs stéréo avec contrôleur audio Realtek 2 W - 1x port USB 3.2 - 1x port USB 2.0 - 2x port USB-C 3.2 - 1x port audio universel - 1x port HDMI 1.4 - 1 logement pour carte SD - FreeDos - Couleur Noir - Garantie 1 an












































En stock


1 699,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1699.0,PC,8,Premium,212.375
Pc Portable Dell Vostro 3530 / i3-1305U / 8 Go / 512 Go SSD / Noir,"1 699,000 DT","Pc Portable Dell Vostro 3530 / i3-1305U / 8 Go / 512 Go SSD / Noir
[N1612QVNB3530-UBU]


Écran15.6"" Full HD (1920 x 1 080 px), 120 Hz, antiéblouissement - Processeur Intel Core i3-1305U 13e génération, (jusqu'à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics intégrée - Clavier non rétroéclairé, Carbon Black - 1x USB 3.2 - 1x USB 2.0 - 1x USB-C 3.2 - 1x USB-C 3.2 DisplayPort 1.4 - 1x port audio universel - 1x port HDMI 1.4 - 1x port Ethernet RJ45 - 1 logement de carte SD - Webcam HD RVB 720p - 2x Haut-parleurs stéréo 2 W - Wi-Fi 6 - Bluetooth 5.3 - FreeDos - Couleur Noir - Garantie 1 an 












































En stock


1 699,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1699.0,PC,8,Premium,212.375
Pc Portable Dell Vostro 3530 / i3-1305U / 8 Go / 512 Go SSD / Noir Avec Sacoche Offerte,"1 709,000 DT","Pc Portable Dell Vostro 3530 / i3-1305U / 8 Go / 512 Go SSD / Noir Avec Sacoche Offerte
[N1612QVNB3530-UBU-SAC]


Écran15.6"" Full HD (1920 x 1 080 px), 120 Hz, antiéblouissement - Processeur Intel Core i3-1305U 13e génération, (jusqu'à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics intégrée - Clavier non rétroéclairé, Carbon Black - 1x USB 3.2 - 1x USB 2.0 - 1x USB-C 3.2 - 1x USB-C 3.2 DisplayPort 1.4 - 1x port audio universel - 1x port HDMI 1.4 - 1x port Ethernet RJ45 - 1 logement de carte SD - Webcam HD RVB 720p - 2x Haut-parleurs stéréo 2 W - Wi-Fi 6 - Bluetooth 5.3 - FreeDos - Couleur Noir - Garantie 1 an 












































En stock


1 709,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1709.0,PC,8,Premium,213.625
PC Portable Lenovo IdeaPad 1 15AMN7 / AMD Ryzen 3 7320U / 8 Go / 512 Go SSD / Gris / Windows 11,"1 709,000 DT","PC Portable Lenovo IdeaPad 1 15AMN7 / AMD Ryzen 3 7320U / 8 Go / 512 Go SSD / Gris / Windows 11
[82VG00X0FE-2Y]


Écran 15.6"" Full HD (1920 x 1080px ), antireflet - Processeur AMD Ryzen 3 7320U, Jusqu'à 4.1 GHz, 6 Mo de mémoire cache - Mémoire 8 Go - Disque SSD 512 Go M.2 - Carte graphique AMD Radeon 610M intégrée - Lecteur de carte SD - 2x Haut-parleurs stéréo 1.5 W- Caméra HD 720p - Wi-Fi 6 - Bluetooth 5.1 - 1x HDMI 1.4b - 1x prise combo casque/microphone (3.5 mm) - 1x USB 2.0 - 1x USB 3.2 - 1x USB-C 3.2 - Couleur Gris - Windows 11 - Garantie 2 ans












































En stock


1 709,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1709.0,PC,8,Premium,213.625
"PC Portable Lenovo IdeaPad 1 15AMN7 / AMD Ryzen 3 7320U / 8 Go / 512 Go SSD / Gris / Windows 11 Avec Sacoche pour Pc Portable 15.6"" Noir","1 719,000 DT","PC Portable Lenovo IdeaPad 1 15AMN7 / AMD Ryzen 3 7320U / 8 Go / 512 Go SSD / Gris / Windows 11 Avec Sacoche pour Pc Portable 15.6"" Noir
[82VG00X0FE-2Y-SAC]


Écran 15.6"" Full HD (1920 x 1080px ), antireflet - Processeur AMD Ryzen 3 7320U, Jusqu'à 4.1 GHz, 6 Mo de mémoire cache - Mémoire 8 Go - Disque SSD 512 Go M.2 - Carte graphique AMD Radeon 610M intégrée - Lecteur de carte SD - 2x Haut-parleurs stéréo 1.5 W- Caméra HD 720p - Wi-Fi 6 - Bluetooth 5.1 - 1x HDMI 1.4b - 1x prise combo casque/microphone (3.5 mm) - 1x USB 2.0 - 1x USB 3.2 - 1x USB-C 3.2 - Couleur Gris - Windows 11 - Garantie 2 ans Avec Sacoche pour Pc Portable 15.6"" Noir












































En stock


1 719,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1719.0,PC,8,Premium,214.875
Pc Portable Dell 15 DC15250 / Core 3 100U / 8 Go / 512 Go SSD / Windows 11 Pro / Noir,"1 749,000 DT","Pc Portable Dell 15 DC15250 / Core 3 100U / 8 Go / 512 Go SSD / Windows 11 Pro / Noir
[DC15250RPLU020PU-W11P]


Écran 15.6"" Full HD, 120 Hz, IPS - Processeur Intel Core 3 100U, (jusqu'à 4.7 GHz, 10 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics - Webcam HD RVB 720p à 30 ips, un microphone intégré - Clavier non rétroéclairé (AZERTY), français - Wi-Fi 6 - Bluetooth - 2x Haut-parleurs stéréo avec contrôleur audio Realtek 2 W - 1x port USB 3.2 - 1x port USB 2.0 - 2x port USB-C 3.2 - 1x port audio universel - 1x port HDMI 1.4 - 1 logement pour carte SD - Windows 11 Pro - Couleur Noir - Garantie 1 an












































En stock


1 749,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1749.0,PC,8,Premium,218.625
Pc Portable Dell Vostro 3530 / i3-1305U / 12 Go / 512 Go SSD / Noir,"1 759,000 DT","Pc Portable Dell Vostro 3530 / i3-1305U / 12 Go / 512 Go SSD / Noir
[N1612QVNB3530-UBU-12]


Écran15.6"" Full HD (1920 x 1 080 px), 120 Hz, antiéblouissement - Processeur Intel Core i3-1305U 13e génération, (jusqu'à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 12 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics intégrée - Clavier non rétroéclairé, Carbon Black - 1x USB 3.2 - 1x USB 2.0 - 1x USB-C 3.2 - 1x USB-C 3.2 DisplayPort 1.4 - 1x port audio universel - 1x port HDMI 1.4 - 1x port Ethernet RJ45 - 1 logement de carte SD - Webcam HD RVB 720p - 2x Haut-parleurs stéréo 2 W - Wi-Fi 6 - Bluetooth 5.3 - FreeDos - Couleur Noir - Garantie 1 an 












































En stock


1 759,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1759.0,PC,12,Premium,146.58333333333334
Pc Portable HP 15-fd0598nk / i3-1315U / 8 Go / 512 Go SSD / Silver Avec Sacoche HP 2Z8P4AA Offerte,"1 759,000 DT","Pc Portable HP 15-fd0598nk / i3-1315U / 8 Go / 512 Go SSD / Silver Avec Sacoche HP 2Z8P4AA Offerte
[BU-CV3M9EA]


            	Écran 15.6"" Full HD (1920 x 1080), antireflet - Processeur Intel Core i3-1315U , (jusqu'à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD intégrée - Wi-Fi 6 - Bluetooth 5.4 - Clavier rétroéclairé - Caméra HP True Vision HD 720p avec réduction temporelle du bruit - Doubles haut-parleurs - 2x ports USB Type-A (vitesse de transfert de 5 Gbit/s) - 1x port HDMI 1.4b - 1x prise combinée casque/microphone - 1x port USB Type-C - FreeDOS - Couleur Silver - Garantie 1 an Avec Sacoche HP 2Z8P4AA Offerte












































En stock


1 759,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1759.0,PC,8,Premium,219.875
Pc Portable HP 15-fd0438nk / i3-1315U / 8 Go / 512 Go SSD / Noir,"1 759,000 DT","Pc Portable HP 15-fd0438nk / i3-1315U / 8 Go / 512 Go SSD / Noir
[C2BV7EA]


Écran 15.6"" Full HD (1920 x 1080), micro-bords, antireflet - Processeur Intel Core i3-1315U 13e génération, (jusqu’à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel UHD Intégré - Wi-Fi 6 - Bluetooth 5.4 - Clavier noir profond, de grande taille avec pavé numérique - Caméra HP True Vision HD 720p avec réduction temporelle du bruit - Doubles haut-parleurs - 1x port USB Type-C - 2x ports USB Type-A - 1x port HDMI 1.4b - 1x prise combinée casque/microphone - FreeDOS - Couleur Noir - Garantie 1 an












































En stock


1 759,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1759.0,PC,8,Premium,219.875
Pc Portable HP 15-fd0438nk / i3-1315U / 8 Go / 512 Go SSD / Noir Avec Sacoche HP 2Z8P4AA Offerte,"1 759,000 DT","Pc Portable HP 15-fd0438nk / i3-1315U / 8 Go / 512 Go SSD / Noir Avec Sacoche HP 2Z8P4AA Offerte
[BU-C2BV7EA]


Écran 15.6"" Full HD (1920 x 1080), micro-bords, antireflet - Processeur Intel Core i3-1315U 13e génération, (jusqu’à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel UHD Intégré - Wi-Fi 6 - Bluetooth 5.4 - Clavier noir profond, de grande taille avec pavé numérique - Caméra HP True Vision HD 720p avec réduction temporelle du bruit - Doubles haut-parleurs - 1x port USB Type-C - 2x ports USB Type-A - 1x port HDMI 1.4b - 1x prise combinée casque/microphone - FreeDOS - Couleur Noir - Garantie 1 an Avec Sacoche HP 2Z8P4AA Offerte












































En stock


1 759,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1759.0,PC,8,Premium,219.875
Pc Portable Dell 15 DC15250 / Core 3 100U / 12 Go / 512 Go SSD / Noir,"1 759,000 DT","Pc Portable Dell 15 DC15250 / Core 3 100U / 12 Go / 512 Go SSD / Noir
[DC15250RPLU020PU-12]


Écran 15.6"" Full HD, 120 Hz, IPS - Processeur Intel Core 3 100U, (jusqu'à 4.7 GHz, 10 Mo de mémoire cache) - Mémoire 12 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics - Webcam HD RVB 720p à 30 ips, un microphone intégré - Clavier non rétroéclairé (AZERTY), français - Wi-Fi 6 - Bluetooth - 2x Haut-parleurs stéréo avec contrôleur audio Realtek 2 W - 1x port USB 3.2 - 1x port USB 2.0 - 2x port USB-C 3.2 - 1x port audio universel - 1x port HDMI 1.4 - 1 logement pour carte SD - FreeDos - Couleur Noir - Garantie 1 an












































En stock


1 759,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1759.0,PC,12,Premium,146.58333333333334
Pc Portable HP 15-fd0598nk / i3-1315U / 8 Go / 512 Go SSD / Silver,"1 759,000 DT","Pc Portable HP 15-fd0598nk / i3-1315U / 8 Go / 512 Go SSD / Silver
[CV3M9EA]


            	Écran 15.6"" Full HD (1920 x 1080), antireflet - Processeur Intel Core i3-1315U , (jusqu'à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD intégrée - Wi-Fi 6 - Bluetooth 5.4 - Clavier rétroéclairé - Caméra HP True Vision HD 720p avec réduction temporelle du bruit - Doubles haut-parleurs - 2x ports USB Type-A (vitesse de transfert de 5 Gbit/s) - 1x port HDMI 1.4b - 1x prise combinée casque/microphone - 1x port USB Type-C - FreeDOS - Couleur Silver - Garantie 1 an












































En stock


1 759,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1759.0,PC,8,Premium,219.875
